topico,fecha,diario,seccion,freq
discurso-de-odio,2022-09-04,ambito,economia,0
copitos,2022-09-04,ambito,sociedad,0
discurso-de-odio,2022-09-04,ambito,sociedad,0
copitos,2022-09-04,ambito,espectaculos,0
discurso-de-odio,2022-09-04,ambito,espectaculos,0
copitos,2022-09-04,ambito,finanzas,0
discurso-de-odio,2022-09-04,ambito,finanzas,0
copitos,2022-09-04,ambito,negocios,0
discurso-de-odio,2022-09-04,ambito,negocios,0
copitos,2022-09-04,todonoticias,policiales,0
discurso-de-odio,2022-09-04,todonoticias,policiales,0
copitos,2022-09-04,todonoticias,sociedad,0
discurso-de-odio,2022-09-04,todonoticias,sociedad,0
copitos,2022-09-04,paginadoce,radar libros,0
discurso-de-odio,2022-09-04,paginadoce,radar libros,0
copitos,2022-09-04,paginadoce,radar,0
discurso-de-odio,2022-09-04,paginadoce,radar,0
copitos,2022-09-04,paginadoce,espectaculos,0
discurso-de-odio,2022-09-04,paginadoce,espectaculos,0
copitos,2022-09-04,infobae,cultura,0
discurso-de-odio,2022-09-04,infobae,cultura,0
copitos,2022-09-04,perfil,sociedad,0
discurso-de-odio,2022-09-04,perfil,sociedad,0
copitos,2022-09-04,ambito,opinion,0
discurso-de-odio,2022-09-04,ambito,opinion,0
copitos,2022-09-04,perfil,economia,0
discurso-de-odio,2022-09-04,perfil,economia,0
copitos,2022-09-04,infobae,opinion,0
discurso-de-odio,2022-09-04,infobae,opinion,3
copitos,2022-09-04,infobae,politica,0
discurso-de-odio,2022-09-04,infobae,politica,0
copitos,2022-09-04,perfil,opinion,0
discurso-de-odio,2022-09-04,perfil,opinion,0
copitos,2022-09-04,todonoticias,tecno,0
discurso-de-odio,2022-09-04,todonoticias,tecno,0
copitos,2022-09-04,infobae,tendencias,0
discurso-de-odio,2022-09-04,infobae,tendencias,0
copitos,2022-09-04,infobae,economia,0
discurso-de-odio,2022-09-04,infobae,economia,0
copitos,2022-09-04,infobae,sociedad,0
discurso-de-odio,2022-09-04,infobae,sociedad,0
copitos,2022-09-04,infobae,espectaculos,0
discurso-de-odio,2022-09-04,infobae,espectaculos,0
copitos,2022-09-04,infobae,salud,0
discurso-de-odio,2022-09-04,infobae,salud,0
copitos,2022-09-04,perfil,policiales,0
discurso-de-odio,2022-09-04,perfil,policiales,0
copitos,2022-09-03,clarin,autos,0
discurso-de-odio,2022-09-03,clarin,autos,0
copitos,2022-09-04,perfil,cultura,0
discurso-de-odio,2022-09-04,perfil,cultura,0
copitos,2022-09-04,todonoticias,musica,0
discurso-de-odio,2022-09-04,todonoticias,musica,0
copitos,2022-09-04,clarin,economia,0
discurso-de-odio,2022-09-04,clarin,economia,0
copitos,2022-09-04,clarin,internacional,0
discurso-de-odio,2022-09-04,clarin,internacional,1
copitos,2022-09-04,todonoticias,opinion,0
discurso-de-odio,2022-09-04,todonoticias,opinion,2
copitos,2022-09-04,todonoticias,salud,0
discurso-de-odio,2022-09-04,todonoticias,salud,0
copitos,2022-09-04,todonoticias,deportes,0
discurso-de-odio,2022-09-04,todonoticias,deportes,0
copitos,2022-09-04,todonoticias,economia,0
discurso-de-odio,2022-09-04,todonoticias,economia,0
copitos,2022-09-04,todonoticias,internacional,0
discurso-de-odio,2022-09-04,todonoticias,internacional,0
copitos,2022-09-04,todonoticias,estilo,0
discurso-de-odio,2022-09-04,todonoticias,estilo,0
copitos,2022-09-04,todonoticias,politica,0
discurso-de-odio,2022-09-04,todonoticias,politica,3
copitos,2022-09-04,todonoticias,espectaculos,0
discurso-de-odio,2022-09-04,todonoticias,espectaculos,0
copitos,2022-09-04,clarin,sociedad,0
discurso-de-odio,2022-09-04,clarin,sociedad,0
copitos,2022-09-04,infobae,deportes,0
discurso-de-odio,2022-09-04,infobae,deportes,0
copitos,2022-09-04,clarin,deportes,0
discurso-de-odio,2022-09-04,clarin,deportes,0
copitos,2022-09-04,clarin,politica,0
discurso-de-odio,2022-09-04,clarin,politica,13
copitos,2022-09-04,clarin,rural,0
discurso-de-odio,2022-09-04,clarin,rural,0
copitos,2022-09-04,eldestape,espectaculos,0
discurso-de-odio,2022-09-04,eldestape,espectaculos,0
copitos,2022-09-04,ambito,politica,0
discurso-de-odio,2022-09-04,ambito,politica,0
copitos,2022-09-04,lanacion,deportes,0
discurso-de-odio,2022-09-04,lanacion,deportes,0
copitos,2022-09-04,lanacion,politica,0
discurso-de-odio,2022-09-04,lanacion,politica,4
copitos,2022-09-04,lanacion,internacional,0
discurso-de-odio,2022-09-04,lanacion,internacional,0
copitos,2022-09-04,lanacion,economia,0
discurso-de-odio,2022-09-04,lanacion,economia,0
copitos,2022-09-04,lanacion,espectaculos,0
discurso-de-odio,2022-09-04,lanacion,espectaculos,0
copitos,2022-09-04,lanacion,salud,0
discurso-de-odio,2022-09-04,lanacion,salud,0
copitos,2022-09-04,clarin,viajes,0
discurso-de-odio,2022-09-04,clarin,viajes,0
copitos,2022-09-04,lanacion,propiedades,0
discurso-de-odio,2022-09-04,lanacion,propiedades,0
copitos,2022-09-04,ambito,internacional,0
discurso-de-odio,2022-09-04,ambito,internacional,0
copitos,2022-09-04,ambito,deportes,0
discurso-de-odio,2022-09-04,ambito,deportes,0
copitos,2022-09-04,paginadoce,internacional,0
discurso-de-odio,2022-09-04,paginadoce,internacional,0
copitos,2022-09-04,lanacion,sociedad,0
discurso-de-odio,2022-09-04,lanacion,sociedad,0
copitos,2022-09-04,clarin,policiales,0
discurso-de-odio,2022-09-04,clarin,policiales,0
copitos,2022-09-04,clarin,espectaculos,0
discurso-de-odio,2022-09-04,clarin,espectaculos,0
copitos,2022-09-04,paginadoce,deportes,0
discurso-de-odio,2022-09-04,paginadoce,deportes,0
copitos,2022-09-04,lanacion,tecnologia,0
discurso-de-odio,2022-09-04,lanacion,tecnologia,0
copitos,2022-09-04,eldestape,cultura,0
discurso-de-odio,2022-09-04,eldestape,cultura,3
copitos,2022-09-04,lanacion,seguridad,0
discurso-de-odio,2022-09-04,lanacion,seguridad,0
copitos,2022-09-04,perfil,salud,0
discurso-de-odio,2022-09-04,perfil,salud,0
copitos,2022-09-04,clarin,opinion,0
discurso-de-odio,2022-09-04,clarin,opinion,3
copitos,2022-09-04,todonoticias,autos,0
discurso-de-odio,2022-09-04,todonoticias,autos,0
copitos,2022-09-05,perfil,internacional,0
discurso-de-odio,2022-09-05,perfil,internacional,0
copitos,2022-09-05,perfil,espectaculos,0
discurso-de-odio,2022-09-05,perfil,espectaculos,0
copitos,2022-09-05,perfil,deportes,0
discurso-de-odio,2022-09-05,perfil,deportes,0
copitos,2022-09-05,perfil,politica,0
discurso-de-odio,2022-09-05,perfil,politica,3
copitos,2022-09-05,paginadoce,economia,0
discurso-de-odio,2022-09-05,paginadoce,economia,0
copitos,2022-09-05,paginadoce,sociedad,0
discurso-de-odio,2022-09-05,paginadoce,sociedad,0
copitos,2022-09-05,clarin,politica,0
discurso-de-odio,2022-09-05,clarin,politica,6
copitos,2022-09-05,infobae,internacional,0
discurso-de-odio,2022-09-05,infobae,internacional,0
copitos,2022-09-05,infobae,deportes,0
discurso-de-odio,2022-09-05,infobae,deportes,0
copitos,2022-09-05,infobae,inhouse,0
discurso-de-odio,2022-09-05,infobae,inhouse,0
copitos,2022-09-05,ambito,politica,0
discurso-de-odio,2022-09-05,ambito,politica,2
copitos,2022-09-05,ambito,economia,0
discurso-de-odio,2022-09-05,ambito,economia,0
copitos,2022-09-05,ambito,sociedad,0
discurso-de-odio,2022-09-05,ambito,sociedad,0
copitos,2022-09-05,ambito,internacional,0
discurso-de-odio,2022-09-05,ambito,internacional,0
copitos,2022-09-05,ambito,espectaculos,0
discurso-de-odio,2022-09-05,ambito,espectaculos,0
copitos,2022-09-05,ambito,finanzas,0
discurso-de-odio,2022-09-05,ambito,finanzas,0
copitos,2022-09-05,ambito,nacional,0
discurso-de-odio,2022-09-05,ambito,nacional,1
copitos,2022-09-05,todonoticias,espectaculos,0
discurso-de-odio,2022-09-05,todonoticias,espectaculos,0
copitos,2022-09-05,todonoticias,sociedad,0
discurso-de-odio,2022-09-05,todonoticias,sociedad,0
copitos,2022-09-05,todonoticias,musica,0
discurso-de-odio,2022-09-05,todonoticias,musica,0
copitos,2022-09-05,todonoticias,deportes,0
discurso-de-odio,2022-09-05,todonoticias,deportes,0
copitos,2022-09-05,todonoticias,economia,0
discurso-de-odio,2022-09-05,todonoticias,economia,0
copitos,2022-09-05,paginadoce,espectaculos,0
discurso-de-odio,2022-09-05,paginadoce,espectaculos,0
copitos,2022-09-05,paginadoce,politica,0
discurso-de-odio,2022-09-05,paginadoce,politica,6
copitos,2022-09-05,eldestape,politica,0
discurso-de-odio,2022-09-05,eldestape,politica,9
copitos,2022-09-05,eldestape,economia,0
discurso-de-odio,2022-09-05,eldestape,economia,0
copitos,2022-09-05,eldestape,sociedad,0
discurso-de-odio,2022-09-05,eldestape,sociedad,0
copitos,2022-09-05,infobae,espectaculos,0
discurso-de-odio,2022-09-05,infobae,espectaculos,0
copitos,2022-09-05,infobae,cultura,0
discurso-de-odio,2022-09-05,infobae,cultura,0
copitos,2022-09-05,ambito,deportes,0
discurso-de-odio,2022-09-05,ambito,deportes,0
copitos,2022-09-05,infobae,politica,0
discurso-de-odio,2022-09-05,infobae,politica,6
copitos,2022-09-05,infobae,sociedad,0
discurso-de-odio,2022-09-05,infobae,sociedad,0
copitos,2022-09-05,infobae,tendencias,0
discurso-de-odio,2022-09-05,infobae,tendencias,0
copitos,2022-09-05,infobae,economia,0
discurso-de-odio,2022-09-05,infobae,economia,0
copitos,2022-09-05,infobae,salud,0
discurso-de-odio,2022-09-05,infobae,salud,0
copitos,2022-09-05,infobae,opinion,0
discurso-de-odio,2022-09-05,infobae,opinion,1
copitos,2022-09-05,infobae,campo,0
discurso-de-odio,2022-09-05,infobae,campo,0
copitos,2022-09-05,clarin,deportes,0
discurso-de-odio,2022-09-05,clarin,deportes,0
copitos,2022-09-05,clarin,economia,0
discurso-de-odio,2022-09-05,clarin,economia,0
copitos,2022-09-05,eldestape,deportes,0
discurso-de-odio,2022-09-05,eldestape,deportes,1
copitos,2022-09-05,clarin,internacional,0
discurso-de-odio,2022-09-05,clarin,internacional,0
copitos,2022-09-02,clarin,buena-vida,0
discurso-de-odio,2022-09-02,clarin,buena-vida,0
copitos,2022-09-05,todonoticias,policiales,0
discurso-de-odio,2022-09-05,todonoticias,policiales,0
copitos,2022-09-05,todonoticias,politica,0
discurso-de-odio,2022-09-05,todonoticias,politica,0
copitos,2022-09-05,todonoticias,internacional,0
discurso-de-odio,2022-09-05,todonoticias,internacional,0
copitos,2022-09-05,clarin,sociedad,0
discurso-de-odio,2022-09-05,clarin,sociedad,0
copitos,2022-09-04,clarin,viva,0
discurso-de-odio,2022-09-04,clarin,viva,0
copitos,2022-09-05,eldestape,internacional,0
discurso-de-odio,2022-09-05,eldestape,internacional,0
copitos,2022-09-05,perfil,economia,0
discurso-de-odio,2022-09-05,perfil,economia,0
copitos,2022-09-05,perfil,policiales,0
discurso-de-odio,2022-09-05,perfil,policiales,0
copitos,2022-09-05,clarin,opinion,0
discurso-de-odio,2022-09-05,clarin,opinion,10
copitos,2022-09-05,clarin,rural,0
discurso-de-odio,2022-09-05,clarin,rural,0
copitos,2022-09-05,perfil,sociedad,0
discurso-de-odio,2022-09-05,perfil,sociedad,0
copitos,2022-09-05,todonoticias,opinion,0
discurso-de-odio,2022-09-05,todonoticias,opinion,0
copitos,2022-09-05,eldestape,cultura,0
discurso-de-odio,2022-09-05,eldestape,cultura,6
copitos,2022-09-05,eldestape,espectaculos,0
discurso-de-odio,2022-09-05,eldestape,espectaculos,0
copitos,2022-09-05,todonoticias,estilo,0
discurso-de-odio,2022-09-05,todonoticias,estilo,0
copitos,2022-09-05,perfil,cultura,0
discurso-de-odio,2022-09-05,perfil,cultura,0
copitos,2022-09-05,clarin,espectaculos,0
discurso-de-odio,2022-09-05,clarin,espectaculos,0
copitos,2022-09-05,lanacion,politica,0
discurso-de-odio,2022-09-05,lanacion,politica,7
copitos,2022-09-05,lanacion,internacional,0
discurso-de-odio,2022-09-05,lanacion,internacional,0
copitos,2022-09-05,lanacion,economia,0
discurso-de-odio,2022-09-05,lanacion,economia,0
copitos,2022-09-05,lanacion,deportes,0
discurso-de-odio,2022-09-05,lanacion,deportes,0
copitos,2022-09-05,lanacion,espectaculos,0
discurso-de-odio,2022-09-05,lanacion,espectaculos,0
copitos,2022-09-05,lanacion,seguridad,0
discurso-de-odio,2022-09-05,lanacion,seguridad,0
copitos,2022-09-05,lanacion,autos,0
discurso-de-odio,2022-09-05,lanacion,autos,0
copitos,2022-09-05,ambito,lifestyle,0
discurso-de-odio,2022-09-05,ambito,lifestyle,0
copitos,2022-09-05,paginadoce,internacional,0
discurso-de-odio,2022-09-05,paginadoce,internacional,1
copitos,2022-09-05,diariodeleuco,todo,0
discurso-de-odio,2022-09-05,diariodeleuco,todo,1
copitos,2022-09-05,lanacion,cultura,0
discurso-de-odio,2022-09-05,lanacion,cultura,0
copitos,2022-09-05,clarin,policiales,0
discurso-de-odio,2022-09-05,clarin,policiales,0
copitos,2022-09-05,lanacion,tecnologia,0
discurso-de-odio,2022-09-05,lanacion,tecnologia,0
copitos,2022-09-05,todonoticias,salud,0
discurso-de-odio,2022-09-05,todonoticias,salud,0
copitos,2022-09-05,todonoticias,tecno,0
discurso-de-odio,2022-09-05,todonoticias,tecno,0
copitos,2022-09-05,lanacion,propiedades,0
discurso-de-odio,2022-09-05,lanacion,propiedades,0
copitos,2022-09-05,ambito,opinion,0
discurso-de-odio,2022-09-05,ambito,opinion,0
copitos,2022-09-05,paginadoce,deportes,0
discurso-de-odio,2022-09-05,paginadoce,deportes,0
copitos,2022-09-05,paginadoce,rosario12,0
discurso-de-odio,2022-09-05,paginadoce,rosario12,0
copitos,2022-09-05,perfil,opinion,0
discurso-de-odio,2022-09-05,perfil,opinion,1
copitos,2022-09-05,ambito,negocios,0
discurso-de-odio,2022-09-05,ambito,negocios,0
copitos,2022-09-05,lanacion,sociedad,0
discurso-de-odio,2022-09-05,lanacion,sociedad,0
copitos,2022-09-05,eldestape,ciencia,0
discurso-de-odio,2022-09-05,eldestape,ciencia,0
copitos,2022-09-05,todonoticias,autos,0
discurso-de-odio,2022-09-05,todonoticias,autos,0
copitos,2022-09-05,paginadoce,cultura,0
discurso-de-odio,2022-09-05,paginadoce,cultura,0
copitos,2022-09-05,clarin,autos,0
discurso-de-odio,2022-09-05,clarin,autos,0
copitos,2022-09-05,clarin,tecnologia,0
discurso-de-odio,2022-09-05,clarin,tecnologia,0
copitos,2022-09-05,perfil,ciencia,0
discurso-de-odio,2022-09-05,perfil,ciencia,0
copitos,2022-09-05,clarin,ciudades,0
discurso-de-odio,2022-09-05,clarin,ciudades,0
copitos,2022-09-05,perfil,salud,0
discurso-de-odio,2022-09-05,perfil,salud,0
copitos,2022-09-05,clarin,cultura,0
discurso-de-odio,2022-09-05,clarin,cultura,0
copitos,2022-09-05,paginadoce,las12,0
discurso-de-odio,2022-09-05,paginadoce,las12,0
copitos,2022-09-05,lanacion,buenos-aires,0
discurso-de-odio,2022-09-05,lanacion,buenos-aires,0
copitos,2022-09-05,clarin,viajes,0
discurso-de-odio,2022-09-05,clarin,viajes,0
copitos,2022-09-05,diariodeleuco,editorial,0
discurso-de-odio,2022-09-05,diariodeleuco,editorial,5
copitos,2022-09-05,clarin,arq,0
discurso-de-odio,2022-09-05,clarin,arq,0
copitos,2022-09-05,clarin,cartas-al-pais,0
discurso-de-odio,2022-09-05,clarin,cartas-al-pais,0
copitos,2022-09-06,perfil,espectaculos,0
discurso-de-odio,2022-09-06,perfil,espectaculos,0
copitos,2022-09-06,perfil,policiales,0
discurso-de-odio,2022-09-06,perfil,policiales,0
copitos,2022-09-05,ambito,novedades-fiscales,0
discurso-de-odio,2022-09-05,ambito,novedades-fiscales,0
copitos,2022-09-06,perfil,deportes,0
discurso-de-odio,2022-09-06,perfil,deportes,0
copitos,2022-09-05,lanacion,salud,0
discurso-de-odio,2022-09-05,lanacion,salud,0
copitos,2022-09-06,perfil,economia,0
discurso-de-odio,2022-09-06,perfil,economia,0
copitos,2022-09-06,perfil,politica,0
discurso-de-odio,2022-09-06,perfil,politica,10
copitos,2022-09-06,perfil,sociedad,0
discurso-de-odio,2022-09-06,perfil,sociedad,4
copitos,2022-09-06,lanacion,espectaculos,0
discurso-de-odio,2022-09-06,lanacion,espectaculos,0
copitos,2022-09-06,paginadoce,rosario12,0
discurso-de-odio,2022-09-06,paginadoce,rosario12,7
copitos,2022-09-06,clarin,policiales,0
discurso-de-odio,2022-09-06,clarin,policiales,0
copitos,2022-09-06,eldestape,politica,0
discurso-de-odio,2022-09-06,eldestape,politica,11
copitos,2022-09-06,eldestape,economia,0
discurso-de-odio,2022-09-06,eldestape,economia,0
copitos,2022-09-06,infobae,internacional,0
discurso-de-odio,2022-09-06,infobae,internacional,4
copitos,2022-09-06,infobae,cultura,0
discurso-de-odio,2022-09-06,infobae,cultura,0
copitos,2022-09-06,infobae,espectaculos,0
discurso-de-odio,2022-09-06,infobae,espectaculos,0
copitos,2022-09-06,infobae,inhouse,0
discurso-de-odio,2022-09-06,infobae,inhouse,0
copitos,2022-09-06,infobae,opinion,0
discurso-de-odio,2022-09-06,infobae,opinion,1
copitos,2022-09-06,ambito,politica,0
discurso-de-odio,2022-09-06,ambito,politica,1
copitos,2022-09-06,ambito,economia,0
discurso-de-odio,2022-09-06,ambito,economia,0
copitos,2022-09-06,ambito,sociedad,0
discurso-de-odio,2022-09-06,ambito,sociedad,0
copitos,2022-09-06,ambito,internacional,0
discurso-de-odio,2022-09-06,ambito,internacional,0
copitos,2022-09-06,ambito,deportes,0
discurso-de-odio,2022-09-06,ambito,deportes,0
copitos,2022-09-06,ambito,espectaculos,0
discurso-de-odio,2022-09-06,ambito,espectaculos,0
copitos,2022-09-06,ambito,finanzas,0
discurso-de-odio,2022-09-06,ambito,finanzas,0
copitos,2022-09-06,ambito,negocios,0
discurso-de-odio,2022-09-06,ambito,negocios,0
copitos,2022-09-06,ambito,lifestyle,0
discurso-de-odio,2022-09-06,ambito,lifestyle,0
copitos,2022-09-06,ambito,novedades-fiscales,0
discurso-de-odio,2022-09-06,ambito,novedades-fiscales,0
copitos,2022-09-06,ambito,nacional,0
discurso-de-odio,2022-09-06,ambito,nacional,0
copitos,2022-09-06,todonoticias,policiales,0
discurso-de-odio,2022-09-06,todonoticias,policiales,0
copitos,2022-09-06,todonoticias,economia,0
discurso-de-odio,2022-09-06,todonoticias,economia,0
copitos,2022-09-06,paginadoce,espectaculos,0
discurso-de-odio,2022-09-06,paginadoce,espectaculos,0
copitos,2022-09-06,paginadoce,politica,0
discurso-de-odio,2022-09-06,paginadoce,politica,4
copitos,2022-09-06,paginadoce,plastica,0
discurso-de-odio,2022-09-06,paginadoce,plastica,0
copitos,2022-09-06,paginadoce,sociedad,0
discurso-de-odio,2022-09-06,paginadoce,sociedad,0
copitos,2022-09-06,clarin,politica,0
discurso-de-odio,2022-09-06,clarin,politica,9
copitos,2022-09-06,infobae,economia,0
discurso-de-odio,2022-09-06,infobae,economia,0
copitos,2022-09-06,infobae,deportes,0
discurso-de-odio,2022-09-06,infobae,deportes,0
copitos,2022-09-06,infobae,sociedad,0
discurso-de-odio,2022-09-06,infobae,sociedad,0
copitos,2022-09-06,infobae,politica,0
discurso-de-odio,2022-09-06,infobae,politica,5
copitos,2022-09-06,clarin,sociedad,0
discurso-de-odio,2022-09-06,clarin,sociedad,0
copitos,2022-09-06,infobae,salud,0
discurso-de-odio,2022-09-06,infobae,salud,0
copitos,2022-09-06,infobae,tendencias,0
discurso-de-odio,2022-09-06,infobae,tendencias,0
copitos,2022-09-06,perfil,internacional,0
discurso-de-odio,2022-09-06,perfil,internacional,0
copitos,2022-09-06,eldestape,internacional,0
discurso-de-odio,2022-09-06,eldestape,internacional,0
copitos,2022-09-06,eldestape,deportes,0
discurso-de-odio,2022-09-06,eldestape,deportes,0
copitos,2022-09-06,clarin,internacional,0
discurso-de-odio,2022-09-06,clarin,internacional,0
copitos,2022-09-06,clarin,economia,0
discurso-de-odio,2022-09-06,clarin,economia,1
copitos,2022-09-06,clarin,deportes,0
discurso-de-odio,2022-09-06,clarin,deportes,0
copitos,2022-09-05,clarin,buena-vida,0
discurso-de-odio,2022-09-05,clarin,buena-vida,0
copitos,2022-09-06,todonoticias,deportes,0
discurso-de-odio,2022-09-06,todonoticias,deportes,0
copitos,2022-09-06,todonoticias,politica,0
discurso-de-odio,2022-09-06,todonoticias,politica,5
copitos,2022-09-06,todonoticias,sociedad,0
discurso-de-odio,2022-09-06,todonoticias,sociedad,0
copitos,2022-09-06,clarin,viva,0
discurso-de-odio,2022-09-06,clarin,viva,0
copitos,2022-09-05,clarin,viva,0
discurso-de-odio,2022-09-05,clarin,viva,0
copitos,2022-09-06,clarin,viajes,0
discurso-de-odio,2022-09-06,clarin,viajes,0
copitos,2022-09-06,todonoticias,estilo,0
discurso-de-odio,2022-09-06,todonoticias,estilo,0
copitos,2022-09-06,todonoticias,musica,0
discurso-de-odio,2022-09-06,todonoticias,musica,0
copitos,2022-09-06,todonoticias,opinion,0
discurso-de-odio,2022-09-06,todonoticias,opinion,7
copitos,2022-09-06,todonoticias,espectaculos,0
discurso-de-odio,2022-09-06,todonoticias,espectaculos,0
copitos,2022-09-06,clarin,espectaculos,0
discurso-de-odio,2022-09-06,clarin,espectaculos,0
copitos,2022-09-06,eldestape,espectaculos,0
discurso-de-odio,2022-09-06,eldestape,espectaculos,0
copitos,2022-09-06,diariodeleuco,todo,0
discurso-de-odio,2022-09-06,diariodeleuco,todo,1
copitos,2022-09-06,todonoticias,salud,0
discurso-de-odio,2022-09-06,todonoticias,salud,0
copitos,2022-09-06,clarin,autos,0
discurso-de-odio,2022-09-06,clarin,autos,0
copitos,2022-09-06,eldestape,sociedad,0
discurso-de-odio,2022-09-06,eldestape,sociedad,0
copitos,2022-09-06,todonoticias,tecno,0
discurso-de-odio,2022-09-06,todonoticias,tecno,0
copitos,2022-09-06,eldestape,cultura,0
discurso-de-odio,2022-09-06,eldestape,cultura,0
copitos,2022-09-06,perfil,cultura,0
discurso-de-odio,2022-09-06,perfil,cultura,0
copitos,2022-09-06,todonoticias,internacional,0
discurso-de-odio,2022-09-06,todonoticias,internacional,0
copitos,2022-09-06,paginadoce,economia,0
discurso-de-odio,2022-09-06,paginadoce,economia,0
copitos,2022-09-06,clarin,rural,0
discurso-de-odio,2022-09-06,clarin,rural,0
copitos,2022-09-06,todonoticias,autos,0
discurso-de-odio,2022-09-06,todonoticias,autos,0
copitos,2022-09-06,paginadoce,internacional,0
discurso-de-odio,2022-09-06,paginadoce,internacional,0
copitos,2022-09-06,clarin,cultura,0
discurso-de-odio,2022-09-06,clarin,cultura,0
copitos,2022-09-06,paginadoce,radar,0
discurso-de-odio,2022-09-06,paginadoce,radar,0
copitos,2022-09-06,perfil,opinion,0
discurso-de-odio,2022-09-06,perfil,opinion,0
copitos,2022-09-06,paginadoce,deportes,0
discurso-de-odio,2022-09-06,paginadoce,deportes,0
copitos,2022-09-06,lanacion,internacional,0
discurso-de-odio,2022-09-06,lanacion,internacional,3
copitos,2022-09-06,lanacion,deportes,0
discurso-de-odio,2022-09-06,lanacion,deportes,0
copitos,2022-09-06,lanacion,economia,0
discurso-de-odio,2022-09-06,lanacion,economia,0
copitos,2022-09-06,lanacion,politica,0
discurso-de-odio,2022-09-06,lanacion,politica,13
copitos,2022-09-06,lanacion,tecnologia,0
discurso-de-odio,2022-09-06,lanacion,tecnologia,0
copitos,2022-09-06,lanacion,comunidad,0
discurso-de-odio,2022-09-06,lanacion,comunidad,27
copitos,2022-09-06,lanacion,propiedades,0
discurso-de-odio,2022-09-06,lanacion,propiedades,0
copitos,2022-09-06,lanacion,sociedad,0
discurso-de-odio,2022-09-06,lanacion,sociedad,1
copitos,2022-09-06,lanacion,cultura,0
discurso-de-odio,2022-09-06,lanacion,cultura,1
copitos,2022-09-06,lanacion,seguridad,0
discurso-de-odio,2022-09-06,lanacion,seguridad,0
copitos,2022-09-06,clarin,tecnologia,0
discurso-de-odio,2022-09-06,clarin,tecnologia,0
copitos,2022-09-06,lanacion,autos,0
discurso-de-odio,2022-09-06,lanacion,autos,0
copitos,2022-09-06,perfil,salud,0
discurso-de-odio,2022-09-06,perfil,salud,0
copitos,2022-09-06,clarin,ciudades,0
discurso-de-odio,2022-09-06,clarin,ciudades,0
copitos,2022-09-06,perfil,ciencia,0
discurso-de-odio,2022-09-06,perfil,ciencia,0
copitos,2022-09-06,lanacion,turismo,0
discurso-de-odio,2022-09-06,lanacion,turismo,0
copitos,2022-09-06,ambito,opinion,0
discurso-de-odio,2022-09-06,ambito,opinion,0
copitos,2022-09-06,clarin,arq,0
discurso-de-odio,2022-09-06,clarin,arq,0
copitos,2022-09-06,diariodeleuco,editorial,0
discurso-de-odio,2022-09-06,diariodeleuco,editorial,0
copitos,2022-09-06,clarin,opinion,0
discurso-de-odio,2022-09-06,clarin,opinion,0
copitos,2022-09-06,lanacion,salud,0
discurso-de-odio,2022-09-06,lanacion,salud,0
copitos,2022-09-06,paginadoce,no,0
discurso-de-odio,2022-09-06,paginadoce,no,0
copitos,2022-09-07,perfil,economia,0
discurso-de-odio,2022-09-07,perfil,economia,0
copitos,2022-09-07,perfil,espectaculos,0
discurso-de-odio,2022-09-07,perfil,espectaculos,0
copitos,2022-09-07,perfil,politica,0
discurso-de-odio,2022-09-07,perfil,politica,7
copitos,2022-09-07,perfil,internacional,0
discurso-de-odio,2022-09-07,perfil,internacional,0
copitos,2022-09-07,perfil,deportes,0
discurso-de-odio,2022-09-07,perfil,deportes,0
copitos,2022-09-07,casarosada,alberto,0
discurso-de-odio,2022-09-07,casarosada,alberto,0
copitos,2022-09-07,perfil,policiales,0
discurso-de-odio,2022-09-07,perfil,policiales,0
copitos,2022-09-07,lanacion,espectaculos,0
discurso-de-odio,2022-09-07,lanacion,espectaculos,0
copitos,2022-09-07,lanacion,deportes,0
discurso-de-odio,2022-09-07,lanacion,deportes,0
copitos,2022-09-07,ambito,economia,0
discurso-de-odio,2022-09-07,ambito,economia,0
copitos,2022-09-07,ambito,sociedad,0
discurso-de-odio,2022-09-07,ambito,sociedad,0
copitos,2022-09-07,paginadoce,rosario12,0
discurso-de-odio,2022-09-07,paginadoce,rosario12,0
copitos,2022-09-07,clarin,rural,0
discurso-de-odio,2022-09-07,clarin,rural,0
copitos,2022-09-07,eldestape,politica,1
discurso-de-odio,2022-09-07,eldestape,politica,5
copitos,2022-09-07,eldestape,economia,0
discurso-de-odio,2022-09-07,eldestape,economia,0
copitos,2022-09-07,infobae,internacional,0
discurso-de-odio,2022-09-07,infobae,internacional,2
copitos,2022-09-07,infobae,tendencias,0
discurso-de-odio,2022-09-07,infobae,tendencias,0
copitos,2022-09-07,infobae,inhouse,0
discurso-de-odio,2022-09-07,infobae,inhouse,0
copitos,2022-09-07,ambito,internacional,0
discurso-de-odio,2022-09-07,ambito,internacional,0
copitos,2022-09-07,ambito,espectaculos,0
discurso-de-odio,2022-09-07,ambito,espectaculos,0
copitos,2022-09-07,ambito,finanzas,0
discurso-de-odio,2022-09-07,ambito,finanzas,0
copitos,2022-09-07,todonoticias,espectaculos,0
discurso-de-odio,2022-09-07,todonoticias,espectaculos,0
copitos,2022-09-07,todonoticias,economia,0
discurso-de-odio,2022-09-07,todonoticias,economia,0
copitos,2022-09-07,todonoticias,sociedad,0
discurso-de-odio,2022-09-07,todonoticias,sociedad,0
copitos,2022-09-07,paginadoce,politica,0
discurso-de-odio,2022-09-07,paginadoce,politica,0
copitos,2022-09-07,paginadoce,espectaculos,0
